fs,s,time,zero,thetap,thetappr,xb1,xb1pr,yb1,yb1pr,zb1,zb1pr,faix1,faix1pr,faiy1,faiy1pr,x1,x1pr,y1,y1pr,z1,z1pr,theta1x,theta1xpr,theta1y,theta1ypr,theta1z,theta1zpr,xb2,xb2pr,yb2,yb2pr,zb2,zb2pr,faix2,faix2pr,faiy2,faiy2pr,xb3,xb3pr,yb3,yb3pr,zb3,zb3pr,faix3,faix3pr,faiy3,faiy3pr,x2,x2pr,y2,y2pr,z2,z2pr,theta2x,theta2xpr,theta2y,theta2ypr,theta2z,theta2zpr,xb4,xb4pr,yb4,yb4pr,zb4,zb4pr,faix4,faix4pr,faiy4,faiy4pr,thetag,thetagpr
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
